1.640351192527433222e+00,-5.486752638323517672e-01,9.309692772109057213e-01,1.188986140078475140e+00,-1.597320545525800044e-03,7.531482239954572222e-01,8.047932679299121261e-01,1.784851070474125390e+00,-6.711041376579311990e-01,-5.893921649553861553e-01
1.640351192527433222e+00,-5.749356211828644536e-01,1.838735354848330117e-01,1.719107616164355257e+00,8.969163936606970866e-01,7.804841576047475415e-01,8.323063770310925591e-01,1.756744230140248719e+00,-6.711041376579311990e-01,-5.893921649553861553e-01
1.640351192527433222e+00,-5.749356211828644536e-01,1.838735354848330117e-01,-5.604147310049290009e-01,-6.358422952793301164e-01,7.531482239954572222e-01,8.047932679299121261e-01,1.784851070474125390e+00,-6.978698694060242458e-01,-6.151536660032724813e-01
-7.360127081159306695e-01,5.017390301881611281e-01,5.307394155719381557e-01,-1.302584797525161209e+00,1.636868864183468997e+00,-9.416796597805509039e-01,1.657699650066509323e+00,1.194607423462710205e+00,-8.316985281464895907e-01,-7.439611712427043333e-01
-8.416288814778579708e-01,-2.598113329767105517e-01,-8.033601232246202484e-01,-7.989693952435751312e-01,-9.001110347517485843e-01,-9.963515269991318757e-01,1.382568559054703883e+00,1.588103188136987143e+00,-8.852299916426756843e-01,-7.954841733384770963e-01
1.745967365889360412e+00,1.762236183012776625e+00,-8.033601232246202484e-01,-7.989693952435751312e-01,-3.980004297541535063e-01,1.108515360916233261e+00,1.162463686245259309e+00,8.011116587884330453e-01,-9.119957233907688421e-01,-8.212456743863635333e-01
-8.152248381373761177e-01,1.263289393353032919e+00,-8.033601232246202484e-01,-2.953539929619889426e-01,-8.736841608045067264e-01,4.241395015390545670e-02,1.162463686245259309e+00,8.011116587884330453e-01,-9.119957233907688421e-01,-8.212456743863635333e-01
1.745967365889360412e+00,1.762236183012776625e+00,-8.033601232246202484e-01,-2.953539929619889426e-01,1.134758259185873808e+00,1.108515360916233261e+00,1.162463686245259309e+00,8.011116587884330453e-01,-9.119957233907688421e-01,-8.212456743863635333e-01
1.745967365889360412e+00,1.762236183012776625e+00,-8.033601232246202484e-01,-2.953539929619889426e-01,5.797939062937949029e-01,1.108515360916233261e+00,1.162463686245259309e+00,8.011116587884330453e-01,-9.119957233907688421e-01,-8.212456743863635333e-01
1.244290542420205758e+00,1.263289393353032919e+00,-2.964022984819280060e-01,7.648889592097711798e-01,1.108331385238632061e+00,1.135851294525523691e+00,1.189976795346439742e+00,8.011116587884330453e-01,-9.119957233907688421e-01,-8.212456743863635333e-01
1.217886499079724016e+00,-3.123320476777362575e-01,-8.033601232246202484e-01,-2.688479191576950700e-01,1.108331385238632061e+00,1.108515360916233261e+00,1.162463686245259309e+00,8.011116587884330453e-01,-9.119957233907688421e-01,-8.212456743863635333e-01
-8.680329248183397128e-01,-3.123320476777362575e-01,-8.033601232246202484e-01,2.347674831238910909e-01,1.689722612077952490e+00,1.108515360916233261e+00,1.189976795346439742e+00,8.011116587884330453e-01,-9.119957233907688421e-01,-8.212456743863635333e-01
1.881288088009330506e-01,1.237029036002520233e+00,-8.300421140005513898e-01,-7.989693952435751312e-01,6.062207802410368718e-01,1.108515360916233261e+00,1.162463686245259309e+00,8.011116587884330453e-01,-9.119957233907688421e-01,-8.212456743863635333e-01
1.881288088009330506e-01,1.237029036002520233e+00,1.838156963592565640e+00,-7.989693952435751312e-01,-9.001110347517485843e-01,1.135851294525523691e+00,1.189976795346439742e+00,8.011116587884330453e-01,-9.119957233907688421e-01,-8.212456743863635333e-01
-8.416288814778579708e-01,1.237029036002520233e+00,-8.033601232246202484e-01,1.268504361491357368e+00,-3.980004297541535063e-01,1.108515360916233261e+00,1.162463686245259309e+00,8.011116587884330453e-01,-9.119957233907688421e-01,-8.212456743863635333e-01
-8.416288814778579708e-01,2.128750993325201624e-01,-8.033601232246202484e-01,-7.989693952435751312e-01,1.041101752434416827e-01,1.108515360916233261e+00,1.189976795346439742e+00,8.011116587884330453e-01,-9.119957233907688421e-01,-8.212456743863635333e-01
1.745967365889360412e+00,7.118218889922638404e-01,-8.033601232246202484e-01,-2.953539929619889426e-01,1.214038881027599492e+00,1.108515360916233261e+00,1.162463686245259309e+00,8.011116587884330453e-01,-9.119957233907688421e-01,-8.212456743863635333e-01
-8.680329248183397128e-01,-8.112788373374799633e-01,-8.033601232246202484e-01,-7.989693952435751312e-01,1.663295738130710744e+00,4.241395015390545670e-02,1.162463686245259309e+00,8.011116587884330453e-01,-9.119957233907688421e-01,-8.212456743863635333e-01
-8.416288814778579708e-01,-8.112788373374799633e-01,-8.033601232246202484e-01,1.798625837577237263e+00,-9.529647826462321891e-01,4.241395015390545670e-02,1.162463686245259309e+00,8.011116587884330453e-01,-9.119957233907688421e-01,-8.212456743863635333e-01
6.898056322700877319e-01,-8.112788373374799633e-01,-8.033601232246202484e-01,-7.989693952435751312e-01,-9.001110347517485843e-01,4.241395015390545670e-02,1.189976795346439742e+00,8.011116587884330453e-01,-9.119957233907688421e-01,-8.212456743863635333e-01
-3.135480146682216307e-01,1.762236183012776625e+00,-8.033601232246202484e-01,-7.724633214392810920e-01,1.716149486025194237e+00,4.241395015390545670e-02,1.162463686245259309e+00,8.011116587884330453e-01,-9.119957233907688421e-01,-8.212456743863635333e-01
1.745967365889360412e+00,2.128750993325201624e-01,2.372375170366954056e-01,1.268504361491357368e+00,-9.265379086989904422e-01,4.241395015390545670e-02,1.189976795346439742e+00,8.011116587884330453e-01,-9.119957233907688421e-01,-8.212456743863635333e-01
1.745967365889360412e+00,2.128750993325201624e-01,2.372375170366954056e-01,7.648889592097711798e-01,-1.428648513696585631e+00,4.241395015390545670e-02,1.162463686245259309e+00,8.011116587884330453e-01,-9.119957233907688421e-01,-8.212456743863635333e-01
1.881288088009330506e-01,2.128750993325201624e-01,1.811474972816634388e+00,1.268504361491357368e+00,1.161185133133115555e+00,4.241395015390545670e-02,1.162463686245259309e+00,8.011116587884330453e-01,-9.119957233907688421e-01,-8.212456743863635333e-01
-8.680329248183397128e-01,1.237029036002520233e+00,1.811474972816634388e+00,7.383828854054772517e-01,1.663295738130710744e+00,4.241395015390545670e-02,1.162463686245259309e+00,8.011116587884330453e-01,-9.119957233907688421e-01,-8.212456743863635333e-01
1.881288088009330506e-01,1.762236183012776625e+00,1.811474972816634388e+00,-7.989693952435751312e-01,-4.508541776486371111e-01,4.241395015390545670e-02,1.189976795346439742e+00,8.011116587884330453e-01,-9.119957233907688421e-01,-8.212456743863635333e-01
-1.343305704947012735e+00,-1.310225626997223669e+00,1.811474972816634388e+00,-8.254754690478690593e-01,-3.980004297541535063e-01,4.241395015390545670e-02,1.162463686245259309e+00,8.011116587884330453e-01,-9.119957233907688421e-01,-8.212456743863635333e-01
-8.680329248183397128e-01,1.762236183012776625e+00,1.811474972816634388e+00,2.347674831238910909e-01,-3.715735558069115374e-01,1.108515360916233261e+00,1.162463686245259309e+00,8.011116587884330453e-01,-9.119957233907688421e-01,-8.212456743863635333e-01
